Employee_ID,Employee_Name,Email,Age,Gender,City,Department,Job_Role,Monthly_Income,Years_At_Company,Job_Satisfaction,Work_Life_Balance,Distance_From_Home,Overtime,Promotion_Last_5_Years,Attrition
13957,Sneha Kohli,sneha.kohli13957@company.com,29,Female,Chennai,IT,Team Lead,76660,21,3,3,24,Yes,No,No
13958,Mamatha Arora,mamatha.arora13958@company.com,52,Female,Bangalore,Operations,Analyst,139869,21,3,5,25,Yes,No,No
13959,Soumya Kumar,soumya.kumar13959@company.com,39,Female,Chennai,IT,Analyst,98941,7,4,3,12,No,No,No
13960,Harini Verma,harini.verma13960@company.com,49,Female,Bangalore,IT,Manager,25577,0,5,2,39,No,No,Yes
13961,Kiran Rastogi,kiran.rastogi13961@company.com,54,Female,Hyderabad,Operations,Consultant,123504,21,1,1,37,No,Yes,Yes
13962,Amrita Agarwal,amrita.agarwal13962@company.com,53,Male,Bangalore,Operations,Manager,120068,7,5,4,39,No,No,No
13963,Pradeep Patel,pradeep.patel13963@company.com,47,Male,Mumbai,Marketing,Manager,142044,5,2,2,6,No,No,Yes
13964,Bhavana Iyer,bhavana.iyer13964@company.com,43,Female,Chennai,Operations,Analyst,77610,3,5,1,31,Yes,No,Yes
13965,Satish Sethi,satish.sethi13965@company.com,33,Female,Mumbai,HR,Manager,69010,0,4,3,3,No,No,No
13966,Sai Deshmukh,sai.deshmukh13966@company.com,27,Male,Pune,IT,Analyst,101481,9,5,5,14,Yes,No,No
13967,Vikram Pandey,vikram.pandey13967@company.com,44,Female,Bangalore,IT,Team Lead,61879,3,3,3,20,Yes,No,No
13968,Pallavi Tomar,pallavi.tomar13968@company.com,56,Male,Hyderabad,Operations,Manager,144297,17,2,4,31,No,No,Yes
13969,Santosh Sethi,santosh.sethi13969@company.com,58,Male,Bangalore,HR,Analyst,93917,23,3,1,32,No,No,Yes
13970,Shiva Shukla,shiva.shukla13970@company.com,57,Male,Hyderabad,Finance,Consultant,64584,21,5,3,37,Yes,No,No
13971,Gopi Iyer,gopi.iyer13971@company.com,28,Female,Mumbai,Operations,Manager,167926,12,5,3,15,No,No,No
13972,Namrata Sharma,namrata.sharma13972@company.com,29,Female,Mumbai,Finance,Analyst,165780,11,4,1,2,No,No,Yes
13973,Priya Tiwari,priya.tiwari13973@company.com,35,Male,Delhi,IT,Manager,46363,25,5,1,18,No,Yes,Yes
13974,Pallavi Shukla,pallavi.shukla13974@company.com,53,Female,Hyderabad,Marketing,Manager,109869,17,3,3,30,Yes,Yes,No
13975,Kavya Ghosh,kavya.ghosh13975@company.com,51,Male,Chennai,Marketing,Manager,157696,25,3,4,7,No,No,No
13976,Satish Iyer,satish.iyer13976@company.com,30,Female,Hyderabad,IT,Executive,81743,14,3,5,31,Yes,No,No
13977,Abhishek Solanki,abhishek.solanki13977@company.com,59,Female,Pune,IT,Developer,97515,17,3,2,24,Yes,No,Yes
13978,Nisha Gowda,nisha.gowda13978@company.com,21,Male,Mumbai,Sales,Executive,77867,19,2,3,19,Yes,Yes,Yes
13979,Suresh Kohli,suresh.kohli13979@company.com,35,Female,Pune,Marketing,Manager,85119,8,1,1,17,No,No,Yes
13980,Deepika Chowdary,deepika.chowdary13980@company.com,54,Female,Chennai,Sales,Executive,163165,6,3,1,39,No,No,Yes
13981,Ananya Khanna,ananya.khanna13981@company.com,43,Female,Pune,Operations,Analyst,143068,21,4,4,29,No,No,No
13982,Lavanya Malhotra,lavanya.malhotra13982@company.com,35,Female,Delhi,HR,Developer,137236,12,5,3,28,No,No,No
13983,Amrita Kohli,amrita.kohli13983@company.com,53,Female,Pune,Sales,Team Lead,80347,7,3,3,22,Yes,No,No
13984,Vikram Bansal,vikram.bansal13984@company.com,37,Female,Hyderabad,Operations,Team Lead,105697,8,4,2,14,Yes,No,Yes
13985,Deeksha Solanki,deeksha.solanki13985@company.com,37,Female,Bangalore,IT,Team Lead,101561,13,4,4,22,No,No,No
13986,Preethi Menon,preethi.menon13986@company.com,31,Male,Bangalore,Finance,Manager,164207,10,2,2,34,No,No,Yes
13987,Preethi Singh,preethi.singh13987@company.com,40,Female,Mumbai,Operations,Analyst,58879,0,1,2,30,No,No,Yes
13988,Meera Shukla,meera.shukla13988@company.com,21,Female,Delhi,Finance,Team Lead,136500,24,2,5,19,No,No,Yes
13989,Shilpa Pillai,shilpa.pillai13989@company.com,44,Female,Hyderabad,Operations,Consultant,81198,16,4,3,36,No,No,No
13990,Aniket Deshmukh,aniket.deshmukh13990@company.com,55,Male,Delhi,Finance,Developer,126415,20,1,3,25,No,No,Yes
13991,Suresh Verma,suresh.verma13991@company.com,28,Female,Mumbai,HR,Manager,112196,15,5,3,7,No,No,No
13992,Sai Singh,sai.singh13992@company.com,51,Male,Pune,Sales,Consultant,44487,17,3,4,3,Yes,No,No
13993,Lokesh Shukla,lokesh.shukla13993@company.com,51,Female,Hyderabad,Marketing,Analyst,111381,3,1,2,31,No,Yes,Yes
13994,Gopi Varma,gopi.varma13994@company.com,51,Male,Delhi,Operations,Consultant,81766,15,1,3,30,Yes,No,Yes
13995,Pradeep Arora,pradeep.arora13995@company.com,29,Female,Chennai,IT,Team Lead,147700,13,4,3,27,No,No,No
13996,Vijay Kulkarni,vijay.kulkarni13996@company.com,43,Female,Delhi,Sales,Developer,101954,8,1,4,6,Yes,No,Yes
13997,Chandu Nigam,chandu.nigam13997@company.com,26,Male,Pune,HR,Developer,98980,0,1,3,34,No,Yes,Yes
13998,Aditya Nigam,aditya.nigam13998@company.com,38,Female,Mumbai,HR,Analyst,95612,2,5,2,7,No,Yes,Yes
13999,Amit Soni,amit.soni13999@company.com,29,Male,Mumbai,Sales,Developer,50831,13,5,1,22,No,No,Yes
14000,Trisha Mishra,trisha.mishra14000@company.com,56,Male,Bangalore,IT,Consultant,60211,14,5,5,9,No,No,No
14001,Akanksha Das,akanksha.das14001@company.com,59,Female,Pune,Sales,Analyst,164247,4,5,5,1,No,No,No
14002,Lokesh Bansal,lokesh.bansal14002@company.com,23,Male,Pune,Sales,Executive,100598,19,5,5,22,Yes,No,No
14003,Manoj Mishra,manoj.mishra14003@company.com,57,Male,Chennai,HR,Analyst,89861,20,5,2,25,No,No,Yes
14004,Monika Vyas,monika.vyas14004@company.com,54,Male,Bangalore,Operations,Developer,27557,0,5,1,8,No,Yes,Yes
14005,Alok Thakur,alok.thakur14005@company.com,23,Male,Pune,IT,Consultant,141558,8,3,5,38,No,No,No
14006,Srikanth Naidu,srikanth.naidu14006@company.com,27,Female,Hyderabad,Sales,Executive,123902,8,3,3,17,No,Yes,No
14007,Aarti Singh,aarti.singh14007@company.com,52,Female,Chennai,Finance,Team Lead,47252,17,3,4,16,No,No,No
14008,Tarun Chatterjee,tarun.chatterjee14008@company.com,52,Female,Delhi,Operations,Manager,124883,8,3,3,34,No,No,No
14009,Vidya Dubey,vidya.dubey14009@company.com,33,Male,Pune,Sales,Developer,127374,18,4,5,35,No,No,No
14010,Trisha Sharma,trisha.sharma14010@company.com,46,Male,Hyderabad,Sales,Analyst,55433,10,4,1,36,No,No,Yes
14011,Akanksha Thakur,akanksha.thakur14011@company.com,31,Female,Chennai,Marketing,Executive,135348,25,5,3,32,No,No,No
14012,Meera Tomar,meera.tomar14012@company.com,33,Female,Delhi,HR,Developer,83794,13,1,3,13,No,No,Yes
14013,Ganesh Bansal,ganesh.bansal14013@company.com,33,Female,Bangalore,HR,Developer,91964,23,2,3,19,No,No,Yes
14014,Komal Patel,komal.patel14014@company.com,31,Male,Bangalore,Sales,Consultant,88384,19,5,4,16,No,Yes,No
14015,Namrata Kapoor,namrata.kapoor14015@company.com,52,Male,Delhi,HR,Team Lead,123519,4,1,1,21,No,Yes,Yes
14016,Neha Talwar,neha.talwar14016@company.com,57,Male,Bangalore,Marketing,Analyst,143639,0,2,5,16,No,No,Yes
14017,Chaitra Tomar,chaitra.tomar14017@company.com,43,Female,Delhi,Marketing,Analyst,25399,21,3,1,6,Yes,No,Yes
14018,Ananya Rana,ananya.rana14018@company.com,21,Female,Hyderabad,Sales,Consultant,76839,7,2,5,37,No,No,Yes
14019,Sandeep Agarwal,sandeep.agarwal14019@company.com,44,Male,Mumbai,HR,Manager,47327,19,2,4,28,No,No,Yes
14020,Arjun Bansal,arjun.bansal14020@company.com,58,Male,Bangalore,Sales,Manager,90464,0,1,1,24,Yes,No,Yes
14021,Priya Kulkarni,priya.kulkarni14021@company.com,37,Female,Hyderabad,HR,Manager,129852,16,2,3,38,Yes,No,Yes
14022,Amit Sethi,amit.sethi14022@company.com,35,Female,Delhi,Finance,Consultant,96934,2,4,1,36,No,No,Yes
14023,Meera Sethi,meera.sethi14023@company.com,33,Male,Chennai,IT,Analyst,179564,4,4,2,7,No,No,Yes
14024,Hari Tripathi,hari.tripathi14024@company.com,50,Female,Mumbai,HR,Executive,91989,6,3,4,15,Yes,No,No
14025,Akanksha Mishra,akanksha.mishra14025@company.com,28,Female,Mumbai,Finance,Executive,112728,3,3,5,32,No,No,No
14026,Lokesh Mishra,lokesh.mishra14026@company.com,57,Female,Delhi,IT,Analyst,48636,21,4,2,35,No,No,Yes
14027,Madhavi Agarwal,madhavi.agarwal14027@company.com,49,Female,Chennai,Operations,Analyst,137275,17,3,1,3,No,No,Yes
14028,Akanksha Gowda,akanksha.gowda14028@company.com,35,Female,Delhi,Finance,Consultant,155877,25,3,5,34,No,No,No
14029,Chaitanya Mehta,chaitanya.mehta14029@company.com,22,Female,Chennai,Marketing,Analyst,120115,14,1,1,33,No,No,Yes
14030,Priya Agarwal,priya.agarwal14030@company.com,51,Male,Pune,Marketing,Analyst,72894,14,1,5,16,No,No,Yes
14031,Radhika Arora,radhika.arora14031@company.com,38,Female,Hyderabad,Sales,Analyst,74930,3,2,2,30,No,No,Yes
14032,Hari Babu,hari.babu14032@company.com,38,Male,Bangalore,Marketing,Team Lead,101524,17,1,4,3,No,No,Yes
14033,Ajay Iyer,ajay.iyer14033@company.com,34,Female,Bangalore,Marketing,Analyst,100606,9,1,2,7,No,Yes,Yes
14034,Venkat Mishra,venkat.mishra14034@company.com,41,Female,Chennai,Marketing,Developer,93092,15,5,2,30,Yes,No,Yes
14035,Divya Shukla,divya.shukla14035@company.com,24,Female,Bangalore,Operations,Developer,101916,19,3,2,6,Yes,Yes,Yes
14036,Jyothi Thakur,jyothi.thakur14036@company.com,40,Female,Bangalore,HR,Developer,120746,7,5,4,6,No,Yes,No
14037,Chandu Kohli,chandu.kohli14037@company.com,53,Female,Hyderabad,Operations,Consultant,46398,23,4,1,26,Yes,No,Yes
14038,Reshma Rao,reshma.rao14038@company.com,60,Female,Pune,Marketing,Executive,84675,0,3,3,9,No,No,No
14039,Teja Khanna,teja.khanna14039@company.com,51,Male,Hyderabad,Sales,Developer,73707,12,5,3,5,Yes,No,No
14040,Gayathri Chatterjee,gayathri.chatterjee14040@company.com,36,Male,Chennai,Finance,Manager,146007,16,4,4,4,No,No,No
14041,Anand Singh,anand.singh14041@company.com,34,Male,Hyderabad,Sales,Executive,80578,13,2,3,40,Yes,No,Yes
14042,Madhu Das,madhu.das14042@company.com,35,Female,Mumbai,Finance,Analyst,49740,23,2,2,23,Yes,No,Yes
14043,Krithi Verma,krithi.verma14043@company.com,25,Female,Pune,Sales,Team Lead,50590,9,3,2,13,No,No,Yes
14044,Srinivas Chatterjee,srinivas.chatterjee14044@company.com,49,Male,Bangalore,HR,Team Lead,37728,25,5,2,18,Yes,No,Yes
14045,Deeksha Kulkarni,deeksha.kulkarni14045@company.com,55,Male,Pune,Operations,Team Lead,52027,13,4,2,36,Yes,No,Yes
14046,Varun Rastogi,varun.rastogi14046@company.com,29,Female,Pune,Marketing,Executive,137790,17,5,5,24,Yes,Yes,No
14047,Rohan Gowda,rohan.gowda14047@company.com,55,Female,Mumbai,IT,Analyst,74119,22,3,4,37,No,No,No
14048,Akash Varma,akash.varma14048@company.com,41,Male,Chennai,Sales,Team Lead,35361,23,4,4,9,No,No,No
14049,Vinay Sharma,vinay.sharma14049@company.com,40,Female,Mumbai,Marketing,Manager,172554,7,3,5,2,Yes,No,No
14050,Harsha Saxena,harsha.saxena14050@company.com,29,Female,Chennai,Sales,Manager,33356,11,5,1,31,Yes,No,Yes
14051,Neha Shukla,neha.shukla14051@company.com,30,Female,Delhi,Finance,Developer,41706,9,5,3,17,No,No,No
14052,Aarti Shukla,aarti.shukla14052@company.com,57,Male,Pune,Finance,Analyst,113515,0,5,3,30,No,No,No
14053,Deepika Tomar,deepika.tomar14053@company.com,42,Male,Hyderabad,IT,Executive,39386,7,4,2,1,No,No,Yes
14054,Akash Reddy,akash.reddy14054@company.com,49,Female,Chennai,Marketing,Consultant,140861,19,2,1,32,Yes,Yes,Yes
14055,Meera Pandey,meera.pandey14055@company.com,37,Female,Pune,Marketing,Executive,176771,0,5,5,6,No,No,No
14056,Krithi Nigam,krithi.nigam14056@company.com,28,Female,Chennai,Finance,Executive,153001,3,2,3,18,No,No,Yes
14057,Meera Agarwal,meera.agarwal14057@company.com,22,Male,Chennai,IT,Developer,160536,9,2,2,24,No,No,Yes
14058,Jyothi Solanki,jyothi.solanki14058@company.com,59,Female,Mumbai,Marketing,Consultant,154312,5,4,3,30,No,No,No
14059,Keerthi Soni,keerthi.soni14059@company.com,52,Female,Mumbai,Operations,Analyst,37133,11,4,3,28,Yes,No,No
14060,Srikanth Solanki,srikanth.solanki14060@company.com,49,Female,Hyderabad,Sales,Developer,81626,9,1,2,11,No,No,Yes
14061,Sangeetha Mehta,sangeetha.mehta14061@company.com,42,Male,Pune,IT,Executive,177555,24,3,2,17,Yes,No,Yes
14062,Simran Sethi,simran.sethi14062@company.com,29,Female,Pune,Operations,Team Lead,25447,24,2,2,37,Yes,No,Yes
14063,Kiran Shetty,kiran.shetty14063@company.com,28,Male,Chennai,IT,Consultant,141387,2,5,4,6,No,No,No
14064,Ishita Thakur,ishita.thakur14064@company.com,38,Female,Chennai,HR,Analyst,108146,0,2,5,36,No,No,Yes
14065,Deeksha Soni,deeksha.soni14065@company.com,43,Female,Pune,Marketing,Team Lead,37558,13,5,3,12,No,No,No
14066,Rakesh Gupta,rakesh.gupta14066@company.com,58,Female,Hyderabad,Marketing,Analyst,103441,13,4,4,36,No,No,No
14067,Hemanth Kumar,hemanth.kumar14067@company.com,33,Female,Hyderabad,Sales,Consultant,104491,12,2,5,13,No,No,Yes
14068,Naveen Bedi,naveen.bedi14068@company.com,30,Male,Mumbai,Finance,Manager,107758,12,2,2,21,Yes,No,Yes
14069,Lokesh Nair,lokesh.nair14069@company.com,23,Female,Bangalore,Sales,Manager,75588,5,4,3,31,No,No,No
14070,Deeksha Rao,deeksha.rao14070@company.com,34,Male,Chennai,IT,Analyst,57676,6,1,3,16,No,No,Yes
14071,Deepika Khanna,deepika.khanna14071@company.com,38,Female,Mumbai,IT,Executive,91946,8,1,2,13,Yes,No,Yes
14072,Gautham Thakur,gautham.thakur14072@company.com,38,Female,Chennai,Sales,Analyst,163214,22,3,1,37,No,No,Yes
14073,Nandhini Mishra,nandhini.mishra14073@company.com,30,Female,Pune,Finance,Manager,170014,2,4,4,2,No,No,No
14074,Pradeep Kamble,pradeep.kamble14074@company.com,34,Female,Bangalore,Marketing,Analyst,176141,1,4,1,33,No,No,Yes
14075,Tarun Kohli,tarun.kohli14075@company.com,45,Female,Mumbai,Finance,Analyst,64375,7,1,5,11,Yes,No,Yes
14076,Rahul Reddy,rahul.reddy14076@company.com,38,Male,Bangalore,Sales,Team Lead,179201,20,1,1,31,Yes,No,Yes
14077,Shravya Rathore,shravya.rathore14077@company.com,30,Male,Pune,Operations,Team Lead,148138,25,1,2,1,Yes,No,Yes
14078,Gayathri Chatterjee,gayathri.chatterjee14078@company.com,43,Female,Chennai,Operations,Consultant,170388,23,3,4,12,Yes,No,No
14079,Arjun Tomar,arjun.tomar14079@company.com,24,Female,Bangalore,Marketing,Team Lead,159962,21,3,4,37,Yes,No,No
14080,Hemanth Bedi,hemanth.bedi14080@company.com,24,Male,Delhi,Sales,Executive,75421,16,2,5,32,No,No,Yes
14081,Abhishek Rastogi,abhishek.rastogi14081@company.com,34,Male,Chennai,Operations,Analyst,47043,18,2,1,7,No,No,Yes
14082,Pooja Pillai,pooja.pillai14082@company.com,27,Female,Delhi,Marketing,Team Lead,32850,0,2,4,8,Yes,Yes,Yes
14083,Varun Iyer,varun.iyer14083@company.com,40,Female,Pune,Finance,Team Lead,84410,9,2,3,29,No,No,Yes
14084,Hari Bansal,hari.bansal14084@company.com,25,Male,Bangalore,IT,Manager,179761,22,2,2,38,No,Yes,Yes
14085,Nikitha Rao,nikitha.rao14085@company.com,45,Male,Pune,Sales,Executive,71723,23,1,4,31,Yes,Yes,Yes
14086,Aarti Singh,aarti.singh14086@company.com,49,Female,Delhi,Sales,Executive,97612,21,3,2,30,No,No,Yes
14087,Shilpa Pawar,shilpa.pawar14087@company.com,23,Female,Bangalore,Finance,Consultant,76931,8,1,4,39,No,No,Yes
14088,Madhu Arora,madhu.arora14088@company.com,27,Male,Delhi,Operations,Manager,136364,23,3,1,34,No,No,Yes
14089,Balaji Rawat,balaji.rawat14089@company.com,35,Female,Mumbai,Operations,Manager,68225,16,3,3,16,Yes,No,No
14090,Amit Arora,amit.arora14090@company.com,37,Male,Pune,Marketing,Consultant,135548,18,1,5,40,No,No,Yes
14091,Simran Joshi,simran.joshi14091@company.com,29,Female,Chennai,Operations,Manager,123514,2,5,1,10,No,Yes,Yes
14092,Vijay Rawat,vijay.rawat14092@company.com,60,Female,Hyderabad,Operations,Consultant,137915,17,3,5,38,No,No,No
14093,Balaji Iyer,balaji.iyer14093@company.com,56,Female,Delhi,Operations,Consultant,36493,2,4,5,19,No,Yes,No
14094,Yash Sharma,yash.sharma14094@company.com,22,Female,Hyderabad,Sales,Executive,61749,1,3,5,8,Yes,No,Yes
14095,Swathi Sharma,swathi.sharma14095@company.com,39,Female,Delhi,Marketing,Developer,155042,2,4,4,1,No,No,No
14096,Kiran Saxena,kiran.saxena14096@company.com,34,Male,Bangalore,Finance,Team Lead,25242,22,2,2,28,No,No,Yes
14097,Bhavya Rastogi,bhavya.rastogi14097@company.com,47,Male,Hyderabad,IT,Analyst,63933,13,1,5,7,No,No,Yes
14098,Swathi Soni,swathi.soni14098@company.com,28,Female,Mumbai,HR,Consultant,28293,21,3,2,5,No,No,Yes
14099,Lavanya Banerjee,lavanya.banerjee14099@company.com,56,Male,Hyderabad,Operations,Manager,69297,21,4,3,2,Yes,No,No
14100,Jagadeesh Gupta,jagadeesh.gupta14100@company.com,39,Male,Hyderabad,IT,Manager,76453,3,3,4,25,No,No,No
14101,Satish Shetty,satish.shetty14101@company.com,56,Female,Bangalore,Sales,Analyst,171698,11,5,2,12,No,No,Yes
14102,Rajesh Chaudhary,rajesh.chaudhary14102@company.com,31,Female,Mumbai,Finance,Manager,129861,25,4,1,3,Yes,No,Yes
14103,Nikitha Agarwal,nikitha.agarwal14103@company.com,30,Male,Delhi,Operations,Executive,171620,16,3,2,24,No,No,Yes
14104,Soumya Nair,soumya.nair14104@company.com,33,Female,Hyderabad,Operations,Manager,140685,7,4,3,39,Yes,No,No
14105,Akhil Kumar,akhil.kumar14105@company.com,49,Female,Delhi,Marketing,Team Lead,157109,17,5,1,5,Yes,No,Yes
14106,Archana Ghosh,archana.ghosh14106@company.com,43,Female,Pune,Sales,Analyst,54335,16,3,1,14,No,No,Yes
14107,Divya Sharma,divya.sharma14107@company.com,21,Female,Hyderabad,Sales,Manager,128390,24,2,1,6,No,No,Yes
14108,Jagadeesh Varma,jagadeesh.varma14108@company.com,33,Female,Mumbai,Marketing,Executive,162739,11,2,2,6,No,No,Yes
14109,Anil Shetty,anil.shetty14109@company.com,23,Female,Bangalore,Marketing,Analyst,118807,0,3,5,22,No,No,No
14110,Abhishek Naidu,abhishek.naidu14110@company.com,29,Male,Bangalore,Finance,Manager,42828,12,4,2,15,No,No,Yes
14111,Siddharth Rastogi,siddharth.rastogi14111@company.com,46,Male,Hyderabad,Finance,Manager,145926,5,4,1,36,No,No,Yes
14112,Disha Bansal,disha.bansal14112@company.com,36,Male,Bangalore,Sales,Developer,69828,0,1,5,26,No,No,Yes
14113,Jyothi Malhotra,jyothi.malhotra14113@company.com,34,Female,Bangalore,Marketing,Developer,31794,24,5,1,29,Yes,No,Yes
14114,Arjun Reddy,arjun.reddy14114@company.com,39,Male,Hyderabad,HR,Analyst,64215,22,4,4,16,No,No,No
14115,Mamatha Pawar,mamatha.pawar14115@company.com,23,Female,Delhi,Sales,Manager,125250,12,5,3,4,Yes,No,No
14116,Pallavi Saxena,pallavi.saxena14116@company.com,49,Male,Pune,Finance,Team Lead,92391,2,1,4,36,No,No,Yes
14117,Uday Chaudhary,uday.chaudhary14117@company.com,47,Female,Mumbai,IT,Developer,52272,18,4,1,33,Yes,No,Yes
14118,Arjun Rawat,arjun.rawat14118@company.com,53,Male,Delhi,IT,Team Lead,52181,22,1,1,7,Yes,Yes,Yes
14119,Balaji Shukla,balaji.shukla14119@company.com,51,Female,Chennai,IT,Analyst,90377,14,1,3,13,Yes,No,Yes
14120,Karthik Tripathi,karthik.tripathi14120@company.com,23,Male,Mumbai,HR,Analyst,177913,24,2,5,23,No,No,Yes
14121,Shravya Kohli,shravya.kohli14121@company.com,29,Female,Mumbai,Finance,Analyst,137980,5,3,1,32,No,No,Yes
14122,Monika Kulkarni,monika.kulkarni14122@company.com,25,Female,Pune,Operations,Consultant,67954,11,1,4,4,Yes,No,Yes
14123,Yamini Thakur,yamini.thakur14123@company.com,56,Male,Delhi,HR,Developer,159597,22,2,1,26,No,No,Yes
14124,Amrita Kumar,amrita.kumar14124@company.com,39,Male,Bangalore,Operations,Team Lead,150957,24,4,1,35,No,No,Yes
14125,Vidya Rao,vidya.rao14125@company.com,52,Male,Hyderabad,IT,Team Lead,120316,5,2,3,36,No,Yes,Yes
14126,Disha Kumar,disha.kumar14126@company.com,58,Male,Chennai,Sales,Team Lead,70015,9,3,5,20,Yes,No,No
14127,Naveen Shukla,naveen.shukla14127@company.com,27,Male,Delhi,HR,Manager,165497,13,4,2,28,No,Yes,Yes
14128,Yamini Thakur,yamini.thakur14128@company.com,26,Male,Pune,IT,Team Lead,131938,11,1,3,11,No,No,Yes
14129,Aditya Sethi,aditya.sethi14129@company.com,47,Female,Chennai,Operations,Team Lead,136945,0,1,4,5,No,No,Yes
14130,Gopi Varma,gopi.varma14130@company.com,30,Male,Pune,Sales,Team Lead,133979,24,5,3,17,No,No,No
14131,Bhavya Joshi,bhavya.joshi14131@company.com,58,Male,Mumbai,HR,Analyst,46639,8,4,5,37,No,No,No
14132,Shilpa Tripathi,shilpa.tripathi14132@company.com,48,Male,Chennai,Operations,Manager,54686,10,1,5,30,No,No,Yes
14133,Ajay Tiwari,ajay.tiwari14133@company.com,49,Male,Bangalore,Operations,Consultant,162446,15,5,5,40,No,No,No
14134,Ravi Bansal,ravi.bansal14134@company.com,30,Female,Chennai,Operations,Analyst,77472,13,4,1,11,No,No,Yes
14135,Gayathri Varma,gayathri.varma14135@company.com,57,Female,Mumbai,IT,Manager,25802,17,4,1,6,No,No,Yes
14136,Gayathri Malhotra,gayathri.malhotra14136@company.com,42,Male,Chennai,Finance,Executive,153026,11,3,2,19,No,Yes,Yes
14137,Divya Pandey,divya.pandey14137@company.com,56,Female,Chennai,Operations,Manager,29877,15,4,3,31,No,No,No
14138,Jyothi Pawar,jyothi.pawar14138@company.com,48,Female,Mumbai,Operations,Consultant,144017,19,2,2,28,No,No,Yes
14139,Swathi Tripathi,swathi.tripathi14139@company.com,46,Male,Delhi,Marketing,Manager,155110,10,3,4,17,No,No,No
14140,Soumya Yadav,soumya.yadav14140@company.com,60,Male,Hyderabad,HR,Manager,71164,2,5,4,7,Yes,No,Yes
14141,Namrata Arora,namrata.arora14141@company.com,45,Male,Mumbai,Marketing,Team Lead,166260,5,3,4,14,No,Yes,No
14142,Ajith Reddy,ajith.reddy14142@company.com,45,Male,Chennai,Finance,Team Lead,104373,8,1,2,15,Yes,No,Yes
14143,Akanksha Patel,akanksha.patel14143@company.com,51,Male,Delhi,HR,Developer,121947,13,1,5,31,No,No,Yes
14144,Bharath Tomar,bharath.tomar14144@company.com,25,Male,Bangalore,IT,Manager,58813,16,3,2,18,No,No,Yes
14145,Ashok Khanna,ashok.khanna14145@company.com,36,Female,Delhi,IT,Developer,175447,2,4,5,37,Yes,No,Yes
14146,Nitin Gupta,nitin.gupta14146@company.com,41,Female,Hyderabad,Marketing,Developer,57225,24,4,4,1,Yes,Yes,No
14147,Srinivas Tripathi,srinivas.tripathi14147@company.com,32,Male,Bangalore,Operations,Analyst,128639,18,5,5,4,No,Yes,No
14148,Srikanth Naidu,srikanth.naidu14148@company.com,44,Male,Pune,Sales,Analyst,52377,12,2,4,5,Yes,No,Yes
14149,Aditya Rana,aditya.rana14149@company.com,59,Male,Bangalore,IT,Developer,54441,12,4,3,40,No,Yes,No
14150,Anand Tiwari,anand.tiwari14150@company.com,47,Male,Bangalore,Operations,Team Lead,119510,8,3,3,25,No,No,No
14151,Reshma Nigam,reshma.nigam14151@company.com,51,Male,Chennai,Operations,Developer,57626,16,3,4,23,Yes,No,No
14152,Prakash Mishra,prakash.mishra14152@company.com,40,Female,Pune,Sales,Developer,142693,12,4,3,19,No,No,No
14153,Satish Rana,satish.rana14153@company.com,58,Female,Mumbai,IT,Consultant,51887,23,3,5,36,No,No,No
14154,Vijay Tripathi,vijay.tripathi14154@company.com,21,Female,Delhi,Operations,Analyst,113652,19,3,2,30,Yes,No,Yes
14155,Neha Kapoor,neha.kapoor14155@company.com,57,Male,Delhi,IT,Manager,79029,4,3,1,16,No,No,Yes
14156,Anand Rana,anand.rana14156@company.com,35,Male,Bangalore,Finance,Executive,164460,11,1,5,39,No,No,Yes
14157,Mamatha Banerjee,mamatha.banerjee14157@company.com,26,Male,Delhi,Finance,Developer,133868,20,5,4,22,No,No,No
14158,Rajesh Bansal,rajesh.bansal14158@company.com,44,Female,Delhi,Operations,Developer,153491,3,1,5,19,No,No,Yes
14159,Siddharth Nigam,siddharth.nigam14159@company.com,47,Female,Delhi,IT,Analyst,160642,6,2,3,28,No,No,Yes
14160,Amrita Chowdary,amrita.chowdary14160@company.com,59,Male,Hyderabad,HR,Developer,96931,3,5,2,12,No,No,Yes
14161,Madhavi Mehta,madhavi.mehta14161@company.com,33,Male,Hyderabad,HR,Developer,35771,9,5,3,20,No,No,No
14162,Pradeep Gowda,pradeep.gowda14162@company.com,22,Female,Hyderabad,Finance,Consultant,121351,0,2,4,3,No,No,Yes
14163,Shiva Varma,shiva.varma14163@company.com,31,Female,Mumbai,Marketing,Analyst,169681,17,5,1,13,No,Yes,Yes
14164,Teja Shetty,teja.shetty14164@company.com,59,Female,Chennai,Sales,Team Lead,150666,0,5,1,39,No,No,Yes
14165,Madhu Mishra,madhu.mishra14165@company.com,54,Female,Bangalore,Operations,Consultant,49115,22,4,4,37,No,No,No
14166,Aarti Pandey,aarti.pandey14166@company.com,52,Male,Chennai,Sales,Consultant,97309,3,1,3,12,No,No,Yes
14167,Disha Solanki,disha.solanki14167@company.com,36,Male,Hyderabad,Sales,Manager,111339,4,1,2,17,Yes,No,Yes
14168,Bhavya Varma,bhavya.varma14168@company.com,24,Female,Delhi,Finance,Team Lead,158541,18,5,4,37,No,Yes,No
14169,Deepika Nigam,deepika.nigam14169@company.com,39,Male,Bangalore,Sales,Manager,131686,24,3,2,3,No,No,Yes
14170,Varun Nigam,varun.nigam14170@company.com,46,Female,Mumbai,Sales,Consultant,178735,19,2,4,11,Yes,No,Yes
14171,Hari Thakur,hari.thakur14171@company.com,23,Female,Mumbai,Operations,Developer,71762,13,3,1,9,No,No,Yes
